locus_tag	ftype	length_bp	gene	EC_number	COG	product
JS511_02299	CDS	1413				hypothetical protein
JS511_02300	gene	744				
JS511_02300	CDS	744				hypothetical protein
JS511_02301	gene	2838	clpV1			
JS511_02301	CDS	2838	clpV1		COG0542	Protein ClpV1
JS511_02302	gene	762				
JS511_02302	CDS	762				hypothetical protein
JS511_02303	gene	1332				
JS511_02303	CDS	1332				hypothetical protein
JS511_02304	gene	525				
JS511_02304	CDS	525				hypothetical protein
JS511_02305	gene	1281				
JS511_02305	CDS	1281				hypothetical protein
JS511_02306	gene	1083				
JS511_02306	CDS	1083				hypothetical protein
JS511_02307	gene	1851				
JS511_02307	CDS	1851				hypothetical protein
JS511_02308	gene	414				
JS511_02308	CDS	414				hypothetical protein
JS511_02309	gene	1476				
JS511_02309	CDS	1476				hypothetical protein
JS511_02310	gene	225				
JS511_02310	CDS	225				hypothetical protein
JS511_02311	gene	501				
JS511_02311	CDS	501				hypothetical protein
JS511_02312	gene	519	hcpA_2			
JS511_02312	CDS	519	hcpA_2		COG3157	Major exported protein
JS511_02313	gene	213				
JS511_02313	CDS	213				hypothetical protein
JS511_02314	gene	726	RBKS			
JS511_02314	CDS	726	RBKS	2.7.1.15		Ribokinase
JS511_02315	gene	444				
JS511_02315	CDS	444				hypothetical protein
JS511_02316	gene	117				
JS511_02316	CDS	117				hypothetical protein
JS511_02317	gene	543	cobU			
JS511_02317	CDS	543	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
JS511_02318	gene	744	cobS			
JS511_02318	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
JS511_02319	gene	1080	cobT			
JS511_02319	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
JS511_02320	gene	936	erfK			
JS511_02320	CDS	936	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
JS511_02321	gene	76				
JS511_02321	tRNA	76				tRNA-Asn(gtt)
JS511_02322	gene	918	gltC_2			
JS511_02322	CDS	918	gltC_2			HTH-type transcriptional regulator GltC
JS511_02323	gene	951	cbl			
JS511_02323	CDS	951	cbl			HTH-type transcriptional regulator cbl
JS511_02324	gene	76				
JS511_02324	tRNA	76				tRNA-Asn(gtt)
JS511_02325	gene	1455	yeeO			
JS511_02325	CDS	1455	yeeO		COG0534	putative FMN/FAD exporter YeeO
JS511_02326	gene	76				
JS511_02326	tRNA	76				tRNA-Asn(gtt)
JS511_02327	gene	717	yeeN			
JS511_02327	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
JS511_02328	gene	1455	amn			
JS511_02328	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
JS511_02329	gene	1317	abaF			
JS511_02329	CDS	1317	abaF			Fosfomycin resistance protein AbaF
JS511_02330	gene	1053				
JS511_02330	CDS	1053				hypothetical protein
JS511_02331	gene	1728				
JS511_02331	CDS	1728				hypothetical protein
JS511_02332	gene	711				
JS511_02332	CDS	711				hypothetical protein
JS511_02333	gene	2022	fyuA			
JS511_02333	CDS	2022	fyuA		COG1629	Pesticin receptor
JS511_02334	gene	1578	dhbE			
JS511_02334	CDS	1578	dhbE	6.3.2.-	COG1021	2,3-dihydroxybenzoate-AMP ligase
JS511_02335	gene	804	pikAV			
JS511_02335	CDS	804	pikAV	3.1.2.-		Thioesterase PikA5
JS511_02336	gene	1101				
JS511_02336	CDS	1101				hypothetical protein
JS511_02337	gene	9492	COQ5			
JS511_02337	CDS	9492	COQ5	2.1.1.163		2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial
JS511_02338	gene	6108	dltA			
JS511_02338	CDS	6108	dltA	6.2.1.54		D-alanine--D-alanyl carrier protein ligase
JS511_02339	gene	960				
JS511_02339	CDS	960				hypothetical protein
JS511_02340	gene	1803	btuD_3			
JS511_02340	CDS	1803	btuD_3	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
JS511_02341	gene	1803				
JS511_02341	CDS	1803		3.6.3.-	COG1132	Putative multidrug export ATP-binding/permease protein
JS511_02342	gene	1281	ampG_1			
JS511_02342	CDS	1281	ampG_1		COG0477	Anhydromuropeptide permease
JS511_02343	gene	1305	mbtI			
JS511_02343	CDS	1305	mbtI	5.4.99.5	COG0147	Salicylate synthase
JS511_02344	gene	750	intA_3			
JS511_02344	CDS	750	intA_3		COG0582	Prophage integrase IntA
JS511_02345	gene	162				
JS511_02345	CDS	162				hypothetical protein
JS511_02346	gene	76				
JS511_02346	tRNA	76				tRNA-Asn(gtt)
JS511_02347	gene	798	mtfA			
JS511_02347	CDS	798	mtfA		COG3228	Protein MtfA
JS511_02348	gene	90				
JS511_02348	tRNA	90				tRNA-Ser(cga)
JS511_02349	gene	651	zinT			
JS511_02349	CDS	651	zinT		COG3443	Metal-binding protein ZinT
JS511_02350	gene	636	msrQ			
JS511_02350	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
JS511_02351	gene	1005	msrP			
JS511_02351	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
JS511_02352	gene	414	hiuH			
JS511_02352	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
JS511_02353	gene	783	hprR			
JS511_02353	CDS	783	hprR		COG0745	Transcriptional regulatory protein HprR
JS511_02354	gene	1359	hprS			
JS511_02354	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
JS511_02355	gene	696	hchA_2			
JS511_02355	CDS	696	hchA_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
JS511_02356	gene	2112	recE_3			
JS511_02356	CDS	2112	recE_3	3.1.11.-		Exodeoxyribonuclease 8
JS511_02357	gene	204				
JS511_02357	CDS	204				hypothetical protein
JS511_02358	gene	189				
JS511_02358	CDS	189				hypothetical protein
JS511_02359	gene	855				
JS511_02359	CDS	855				hypothetical protein
JS511_02360	gene	375				
JS511_02360	CDS	375				hypothetical protein
JS511_02361	gene	153				
JS511_02361	CDS	153				hypothetical protein
JS511_02362	gene	408				
JS511_02362	CDS	408				hypothetical protein
JS511_02363	gene	228				
JS511_02363	CDS	228				hypothetical protein
JS511_02364	gene	552				
JS511_02364	CDS	552				hypothetical protein
JS511_02365	gene	1041	dnaT_2			
JS511_02365	CDS	1041	dnaT_2			Primosomal protein 1
JS511_02366	gene	423				
JS511_02366	CDS	423				hypothetical protein
JS511_02367	gene	771				
JS511_02367	CDS	771				hypothetical protein
JS511_02368	gene	393				
JS511_02368	CDS	393				hypothetical protein
JS511_02369	gene	297				
JS511_02369	CDS	297				hypothetical protein
JS511_02370	gene	462				
JS511_02370	CDS	462				hypothetical protein
JS511_02371	gene	357				
JS511_02371	CDS	357				hypothetical protein
JS511_02372	gene	408				
JS511_02372	CDS	408				hypothetical protein
JS511_02373	gene	366				
JS511_02373	CDS	366				hypothetical protein
JS511_02374	gene	987				
JS511_02374	CDS	987				hypothetical protein
JS511_02375	gene	180				
JS511_02375	CDS	180				hypothetical protein
JS511_02376	gene	264	cbtA_3			
JS511_02376	CDS	264	cbtA_3			Cytoskeleton-binding toxin CbtA
JS511_02377	gene	195	yeeW			
JS511_02377	CDS	195	yeeW			Protein YeeW
JS511_02378	gene	330				
JS511_02378	CDS	330				hypothetical protein
JS511_02379	gene	1059	yeeA			
JS511_02379	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
JS511_02380	gene	474	sbmC_1			
JS511_02380	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
JS511_02381	gene	1167	dacD			
JS511_02381	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
JS511_02382	gene	1428	sbcB			
JS511_02382	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
JS511_02383	gene	228	yeeD			
JS511_02383	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
JS511_02384	gene	1005				
JS511_02384	CDS	1005				hypothetical protein
JS511_02385	gene	1359	plaP			
JS511_02385	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
JS511_02386	gene	951	yhaJ_1			
JS511_02386	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
JS511_02387	gene	825	yeeZ			
JS511_02387	CDS	825	yeeZ		COG0451	Protein YeeZ
JS511_02388	gene	255	yoeB			
JS511_02388	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
JS511_02389	gene	252	yefM			
JS511_02389	CDS	252	yefM		COG2161	Antitoxin YefM
JS511_02390	gene	900	hisG			
JS511_02390	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
JS511_02391	gene	1305	hisD			
JS511_02391	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
JS511_02392	gene	1071	hisC			
JS511_02392	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
JS511_02393	gene	1068	hisB			
JS511_02393	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
JS511_02394	gene	591	hisH			
JS511_02394	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
JS511_02395	gene	738	hisA			
JS511_02395	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
JS511_02396	gene	777	hisF			
JS511_02396	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JS511_02397	gene	612	hisI			
JS511_02397	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
JS511_02398	gene	978	wzzB			
JS511_02398	CDS	978	wzzB		COG3765	Chain length determinant protein
JS511_02399	gene	1167	ugd_1			
JS511_02399	CDS	1167	ugd_1	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JS511_02400	gene	1407	gnd			
JS511_02400	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
JS511_02401	gene	1020	galE_1			
JS511_02401	CDS	1020	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
JS511_02402	gene	738	wfgD			
JS511_02402	CDS	738	wfgD	2.4.1.305		UDP-Glc:alpha-D-GlcNAc-diphosphoundecaprenol beta-1,3-glucosyltransferase WfgD
JS511_02403	gene	1053	pglH			
JS511_02403	CDS	1053	pglH	2.4.1.292	COG0438	GalNAc-alpha-(1->4)-GalNAc-alpha-(1->3)-diNAcBac-PP-undecaprenol alpha-1,4-N-acetyl-D-galactosaminyltransferase
JS511_02404	gene	933				
JS511_02404	CDS	933				hypothetical protein
JS511_02405	gene	1131				
JS511_02405	CDS	1131				hypothetical protein
JS511_02406	gene	1029				
JS511_02406	CDS	1029				hypothetical protein
JS511_02407	gene	1251				
JS511_02407	CDS	1251				hypothetical protein
JS511_02408	gene	549	rfbC_1			
JS511_02408	CDS	549	rfbC_1	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
JS511_02409	gene	879	rfbA			
JS511_02409	CDS	879	rfbA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase 1
JS511_02410	gene	900	rfbD_1			
JS511_02410	CDS	900	rfbD_1	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
JS511_02411	gene	1086	rfbB_1			
JS511_02411	CDS	1086	rfbB_1	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
JS511_02412	gene	264				
JS511_02412	CDS	264				hypothetical protein
JS511_02413	gene	894	galF			
JS511_02413	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
JS511_02414	gene	996	gnu			
JS511_02414	CDS	996	gnu	5.1.3.26	COG0451	N-acetyl-alpha-D-glucosaminyl-diphospho-ditrans,octacis-undecaprenol 4-epimerase
JS511_02415	gene	1395				
JS511_02415	CDS	1395				hypothetical protein
JS511_02416	gene	1221	mshA			
JS511_02416	CDS	1221	mshA	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
JS511_02417	gene	1281				
JS511_02417	CDS	1281				hypothetical protein
JS511_02418	gene	1479	wzxC			
JS511_02418	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
JS511_02419	gene	1395	wcaJ			
JS511_02419	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
JS511_02420	gene	1371	algC			
JS511_02420	CDS	1371	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
JS511_02421	gene	1437	manC1			
JS511_02421	CDS	1437	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
JS511_02422	gene	1224				
JS511_02422	CDS	1224				hypothetical protein
JS511_02423	gene	483	gmm			
JS511_02423	CDS	483	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
JS511_02424	gene	969	fcl			
JS511_02424	CDS	969	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
JS511_02425	gene	1122	gmd			
JS511_02425	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
JS511_02426	gene	549				
JS511_02426	CDS	549				hypothetical protein
JS511_02427	gene	747				
JS511_02427	CDS	747				hypothetical protein
JS511_02428	gene	1218				
JS511_02428	CDS	1218				hypothetical protein
JS511_02429	gene	1218				
JS511_02429	CDS	1218				hypothetical protein
JS511_02430	gene	489	cysE_1			
JS511_02430	CDS	489	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
JS511_02431	gene	840				
JS511_02431	CDS	840				hypothetical protein
JS511_02432	gene	2163	wzc			
JS511_02432	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
JS511_02433	gene	444	wzb			
JS511_02433	CDS	444	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
JS511_02434	gene	1140				
JS511_02434	CDS	1140				hypothetical protein
JS511_02435	gene	1584				
JS511_02435	CDS	1584				hypothetical protein
JS511_02436	gene	1854				
JS511_02436	CDS	1854				hypothetical protein
JS511_02437	gene	582	dcd			
JS511_02437	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
JS511_02438	gene	642	udk			
JS511_02438	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
JS511_02439	gene	3318	dgcE			
JS511_02439	CDS	3318	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
JS511_02440	gene	858	alkA			
JS511_02440	CDS	858	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
JS511_02441	gene	1353	dnaK_2			
JS511_02441	CDS	1353	dnaK_2			Chaperone protein DnaK
JS511_02442	gene	1941	yegI			
JS511_02442	CDS	1941	yegI	2.7.-.-	COG4248	Protein kinase YegI
JS511_02443	gene	462				
JS511_02443	CDS	462				hypothetical protein
JS511_02444	gene	681	pphC			
JS511_02444	CDS	681	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
JS511_02445	gene	660				
JS511_02445	CDS	660				hypothetical protein
JS511_02446	gene	147				
JS511_02446	CDS	147				hypothetical protein
JS511_02447	gene	1248	mdtA			
JS511_02447	CDS	1248	mdtA			Multidrug resistance protein MdtA
JS511_02448	gene	3123	mdtB			
JS511_02448	CDS	3123	mdtB			Multidrug resistance protein MdtB
JS511_02449	gene	3078	mdtC			
JS511_02449	CDS	3078	mdtC			Multidrug resistance protein MdtC
JS511_02450	gene	1416	mdtD			
JS511_02450	CDS	1416	mdtD			Putative multidrug resistance protein MdtD
JS511_02451	gene	1404	baeS			
JS511_02451	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
JS511_02452	gene	723	baeR			
JS511_02452	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
JS511_02453	gene	333				
JS511_02453	CDS	333				hypothetical protein
JS511_02454	gene	1362	rlhA_2			
JS511_02454	CDS	1362	rlhA_2		COG0826	23S rRNA 5-hydroxycytidine synthase
JS511_02455	gene	219				
JS511_02455	CDS	219				hypothetical protein
JS511_02456	gene	1164				
JS511_02456	CDS	1164				hypothetical protein
JS511_02457	gene	480				
JS511_02457	CDS	480				hypothetical protein
JS511_02458	gene	1602				
JS511_02458	CDS	1602				hypothetical protein
JS511_02459	gene	732				
JS511_02459	CDS	732				hypothetical protein
JS511_02460	gene	276				
JS511_02460	CDS	276				hypothetical protein
JS511_02461	gene	519				
JS511_02461	CDS	519				hypothetical protein
JS511_02462	gene	1191	gpFI			
JS511_02462	CDS	1191	gpFI			Putative prophage major tail sheath protein
JS511_02463	gene	693				
JS511_02463	CDS	693				hypothetical protein
JS511_02464	gene	180				
JS511_02464	CDS	180				hypothetical protein
JS511_02465	gene	279				
JS511_02465	CDS	279				hypothetical protein
JS511_02466	gene	528				
JS511_02466	CDS	528				hypothetical protein
JS511_02467	gene	2319				
JS511_02467	CDS	2319				hypothetical protein
JS511_02468	gene	531				
JS511_02468	CDS	531				hypothetical protein
JS511_02469	gene	909				
JS511_02469	CDS	909				hypothetical protein
JS511_02470	gene	348				
JS511_02470	CDS	348				hypothetical protein
JS511_02471	gene	636				
JS511_02471	CDS	636				hypothetical protein
JS511_02472	gene	786				
JS511_02472	CDS	786				hypothetical protein
JS511_02473	gene	453				
JS511_02473	CDS	453				hypothetical protein
JS511_02474	gene	468				
JS511_02474	CDS	468				hypothetical protein
JS511_02475	gene	159				
JS511_02475	CDS	159				hypothetical protein
JS511_02476	gene	426				
JS511_02476	CDS	426				hypothetical protein
JS511_02477	gene	426				
JS511_02477	CDS	426				hypothetical protein
JS511_02478	gene	498				
JS511_02478	CDS	498				hypothetical protein
JS511_02479	gene	282				
JS511_02479	CDS	282				hypothetical protein
JS511_02480	gene	204				
JS511_02480	CDS	204				hypothetical protein
JS511_02481	gene	510				
JS511_02481	CDS	510				hypothetical protein
JS511_02482	gene	744				
JS511_02482	CDS	744				hypothetical protein
JS511_02483	gene	1074				
JS511_02483	CDS	1074				hypothetical protein
JS511_02484	gene	855				
JS511_02484	CDS	855				hypothetical protein
JS511_02485	gene	1773				
JS511_02485	CDS	1773				hypothetical protein
JS511_02486	gene	1035				
JS511_02486	CDS	1035				hypothetical protein
JS511_02487	gene	657				
JS511_02487	CDS	657				hypothetical protein
JS511_02488	gene	732				
JS511_02488	CDS	732				hypothetical protein
JS511_02489	gene	453				
JS511_02489	CDS	453				hypothetical protein
JS511_02490	gene	2286				
JS511_02490	CDS	2286				hypothetical protein
JS511_02491	gene	276				
JS511_02491	CDS	276				hypothetical protein
JS511_02492	gene	225				
JS511_02492	CDS	225				hypothetical protein
JS511_02493	gene	300				
JS511_02493	CDS	300				hypothetical protein
JS511_02494	gene	225				
JS511_02494	CDS	225				hypothetical protein
JS511_02495	gene	501				
JS511_02495	CDS	501				hypothetical protein
JS511_02496	gene	171				
JS511_02496	CDS	171				hypothetical protein
JS511_02497	gene	276				
JS511_02497	CDS	276				hypothetical protein
JS511_02498	gene	300				
JS511_02498	CDS	300				hypothetical protein
JS511_02499	gene	1014	xerC_1			
JS511_02499	CDS	1014	xerC_1			Tyrosine recombinase XerC
JS511_02500	gene	318				
JS511_02500	CDS	318				hypothetical protein
JS511_02501	gene	900	yegS			
JS511_02501	CDS	900	yegS	2.7.1.-	COG1597	Lipid kinase YegS
JS511_02502	gene	780	srlR_3			
JS511_02502	CDS	780	srlR_3		COG1349	Glucitol operon repressor
JS511_02503	gene	1041	gatD			
JS511_02503	CDS	1041	gatD	1.1.1.251	COG1063	Galactitol 1-phosphate 5-dehydrogenase
JS511_02504	gene	279	gatC_2			
JS511_02504	CDS	279	gatC_2		COG3775	PTS system galactitol-specific EIIC component
JS511_02505	gene	543				
JS511_02505	CDS	543				ISL3 family transposase ISEc38
JS511_02506	gene	264				
JS511_02506	CDS	264				hypothetical protein
JS511_02507	gene	279				
JS511_02507	CDS	279				hypothetical protein
JS511_02508	gene	1083				
JS511_02508	CDS	1083				hypothetical protein
JS511_02509	gene	945				
JS511_02509	CDS	945				hypothetical protein
JS511_02510	gene	981	thyA_1			
JS511_02510	CDS	981	thyA_1	2.1.1.45		Thymidylate synthase
JS511_02511	gene	867				
JS511_02511	CDS	867				IS3 family transposase IS3
JS511_02512	gene	1233				
JS511_02512	CDS	1233				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
JS511_02513	gene	570				
JS511_02513	CDS	570				hypothetical protein
JS511_02514	gene	435				
JS511_02514	CDS	435				hypothetical protein
JS511_02515	gene	174				
JS511_02515	CDS	174				hypothetical protein
JS511_02516	gene	345	proQ_2			
JS511_02516	CDS	345	proQ_2			RNA chaperone ProQ
JS511_02517	gene	549				
JS511_02517	CDS	549				hypothetical protein
JS511_02518	gene	237				
JS511_02518	CDS	237				hypothetical protein
JS511_02519	gene	573				
JS511_02519	CDS	573				hypothetical protein
JS511_02520	gene	567				
JS511_02520	CDS	567				hypothetical protein
JS511_02521	gene	1095	psuK_3			
JS511_02521	CDS	1095	psuK_3	2.7.1.83	COG0524	Pseudouridine kinase
JS511_02522	gene	1251	psuT_2			
JS511_02522	CDS	1251	psuT_2		COG1972	Putative pseudouridine transporter
JS511_02523	gene	936	psuG_2			
JS511_02523	CDS	936	psuG_2	4.2.1.70	COG2313	Pseudouridine-5'-phosphate glycosidase
JS511_02524	gene	936	psuK_4			
JS511_02524	CDS	936	psuK_4	2.7.1.83	COG0524	Pseudouridine kinase
JS511_02525	gene	453	fdtC_1			
JS511_02525	CDS	453	fdtC_1	2.3.1.197		dTDP-3-amino-3,6-dideoxy-alpha-D-galactopyranose 3-N-acetyltransferase
JS511_02526	gene	759				
JS511_02526	CDS	759				hypothetical protein
JS511_02527	gene	531				
JS511_02527	CDS	531				hypothetical protein
JS511_02528	gene	1224				
JS511_02528	CDS	1224				hypothetical protein
JS511_02529	gene	885	der_2			
JS511_02529	CDS	885	der_2			GTPase Der
JS511_02530	gene	177				
JS511_02530	CDS	177				hypothetical protein
JS511_02531	gene	681				
JS511_02531	CDS	681				hypothetical protein
JS511_02532	gene	678				
JS511_02532	CDS	678				hypothetical protein
JS511_02533	gene	234				
JS511_02533	CDS	234				hypothetical protein
JS511_02534	gene	798				
JS511_02534	CDS	798				hypothetical protein
JS511_02535	gene	243				
JS511_02535	CDS	243				hypothetical protein
JS511_02536	gene	516	ompX_1			
JS511_02536	CDS	516	ompX_1		COG3637	Outer membrane protein X
JS511_02537	gene	888	rhtA			
JS511_02537	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
JS511_02538	gene	504	dps			
JS511_02538	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
JS511_02539	gene	747	glnH			
JS511_02539	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
JS511_02540	gene	660	glnP			
JS511_02540	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
JS511_02541	gene	723	glnQ_1			
JS511_02541	CDS	723	glnQ_1		COG1126	Glutamine transport ATP-binding protein GlnQ
JS511_02542	gene	2226	ybiO			
JS511_02542	CDS	2226	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
JS511_02543	gene	927	rlmF			
JS511_02543	CDS	927	rlmF	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
JS511_02544	gene	261	mcbA			
JS511_02544	CDS	261	mcbA			putative protein McbA
JS511_02545	gene	2283	fiu			
JS511_02545	CDS	2283	fiu		COG4774	Catecholate siderophore receptor Fiu
JS511_02546	gene	675				
JS511_02546	CDS	675		1.14.11.-	COG3128	PKHD-type hydroxylase
JS511_02547	gene	267	ybiI			
JS511_02547	CDS	267	ybiI		COG1734	putative protein YbiI
JS511_02548	gene	261	bhsA_2			
JS511_02548	CDS	261	bhsA_2			Multiple stress resistance protein BhsA
JS511_02549	gene	1086	hcxB			
JS511_02549	CDS	1086	hcxB	1.1.1.-	COG2055	Hydroxycarboxylate dehydrogenase B
JS511_02550	gene	963	ybiB			
JS511_02550	CDS	963	ybiB		COG0547	putative protein YbiB
JS511_02551	gene	2151	dinG			
JS511_02551	CDS	2151	dinG	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
JS511_02552	gene	282				
JS511_02552	CDS	282				hypothetical protein
JS511_02553	gene	441				
JS511_02553	CDS	441				hypothetical protein
JS511_02554	gene	1365	rhlE			
JS511_02554	CDS	1365	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
JS511_02555	gene	672	cecR			
JS511_02555	CDS	672	cecR		COG1309	HTH-type transcriptional dual regulator CecR
JS511_02556	gene	996				
JS511_02556	CDS	996				hypothetical protein
JS511_02557	gene	1737	ybhF			
JS511_02557	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
JS511_02558	gene	1134	ybhS			
JS511_02558	CDS	1134	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
JS511_02559	gene	1107	ybhR			
JS511_02559	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
JS511_02560	gene	411	ybhQ			
JS511_02560	CDS	411	ybhQ			Inner membrane protein YbhQ
JS511_02561	gene	762				
JS511_02561	CDS	762				hypothetical protein
JS511_02562	gene	1242	clsB			
JS511_02562	CDS	1242	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
JS511_02563	gene	957	ybhN			
JS511_02563	CDS	957	ybhN		COG0392	Inner membrane protein YbhN
JS511_02564	gene	390				
JS511_02564	CDS	390				hypothetical protein
JS511_02565	gene	705	ybhL			
JS511_02565	CDS	705	ybhL		COG0670	Inner membrane protein YbhL
JS511_02566	gene	453	moaE			
JS511_02566	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
JS511_02567	gene	246	moaD			
JS511_02567	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
JS511_02568	gene	486	moaC			
JS511_02568	CDS	486	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
JS511_02569	gene	513	moaB			
JS511_02569	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
JS511_02570	gene	990	moaA			
JS511_02570	CDS	990	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
JS511_02571	gene	909	ybhK			
JS511_02571	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
JS511_02572	gene	2022	uvrB			
JS511_02572	CDS	2022	uvrB		COG0556	UvrABC system protein B
JS511_02573	gene	678	bioD1_2			
JS511_02573	CDS	678	bioD1_2	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
JS511_02574	gene	756	bioC			
JS511_02574	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
JS511_02575	gene	1155	bioF_1			
JS511_02575	CDS	1155	bioF_1	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
JS511_02576	gene	1041	bioB			
JS511_02576	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
JS511_02577	gene	1290	bioA			
JS511_02577	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
JS511_02578	gene	477				
JS511_02578	CDS	477				hypothetical protein
JS511_02579	gene	1284	ybhC			
JS511_02579	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
JS511_02580	gene	2262	leuC_2			
JS511_02580	CDS	2262	leuC_2	4.2.1.33		3-isopropylmalate dehydratase large subunit
JS511_02581	gene	1434	ybhI			
JS511_02581	CDS	1434	ybhI		COG0471	Inner membrane protein YbhI
JS511_02582	gene	1053	ybhH			
