locus_tag	ftype	length_bp	gene	EC_number	COG	product
JS526_01886	gene	1122	roxA			
JS526_01886	CDS	1122	roxA	1.14.11.47	COG2850	50S ribosomal protein L16 3-hydroxylase
JS526_01887	gene	1227	pepT			
JS526_01887	CDS	1227	pepT	3.4.11.4	COG2195	Peptidase T
JS526_01888	gene	1137	potA_3			
JS526_01888	CDS	1137	potA_3	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
JS526_01889	gene	858	potB			
JS526_01889	CDS	858	potB		COG1176	Spermidine/putrescine transport system permease protein PotB
JS526_01890	gene	795	ydcV_3			
JS526_01890	CDS	795	ydcV_3			Inner membrane ABC transporter permease protein YdcV
JS526_01891	gene	1047	potD			
JS526_01891	CDS	1047	potD		COG0687	Spermidine/putrescine-binding periplasmic protein
JS526_01892	gene	462	ymfA			
JS526_01892	CDS	462	ymfA			Inner membrane protein YmfA
JS526_01893	gene	789	ycfZ			
JS526_01893	CDS	789	ycfZ			Inner membrane protein YcfZ
JS526_01894	gene	840	cobB			
JS526_01894	CDS	840	cobB	2.3.1.286	COG0846	NAD-dependent protein deacylase
JS526_01895	gene	912	nagK			
JS526_01895	CDS	912	nagK	2.7.1.59	COG1940	N-acetyl-D-glucosamine kinase
JS526_01896	gene	1239	lolE			
JS526_01896	CDS	1239	lolE		COG4591	Lipoprotein-releasing system transmembrane protein LolE
JS526_01897	gene	702	lolD_1			
JS526_01897	CDS	702	lolD_1	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JS526_01898	gene	1200	lolC			
JS526_01898	CDS	1200	lolC		COG4591	Lipoprotein-releasing system transmembrane protein LolC
JS526_01899	gene	1074	ycfT			
JS526_01899	CDS	1074	ycfT		COG4763	Inner membrane protein YcfT
JS526_01900	gene	3495	mfd			
JS526_01900	CDS	3495	mfd	3.6.4.-	COG1197	Transcription-repair-coupling factor
JS526_01901	gene	960	ycfS			
JS526_01901	CDS	960	ycfS	2.-.-.-	COG1376	putative L,D-transpeptidase YcfS
JS526_01902	gene	258	bhsA_1			
JS526_01902	CDS	258	bhsA_1			Multiple stress resistance protein BhsA
JS526_01903	gene	696	comR			
JS526_01903	CDS	696	comR			HTH-type transcriptional repressor ComR
JS526_01904	gene	540				
JS526_01904	CDS	540				hypothetical protein
JS526_01905	gene	1305	ndh			
JS526_01905	CDS	1305	ndh	1.6.99.3	COG1252	NADH dehydrogenase
JS526_01906	gene	543				
JS526_01906	CDS	543				hypothetical protein
JS526_01907	gene	1026	nagZ			
JS526_01907	CDS	1026	nagZ	3.2.1.52	COG1472	Beta-hexosaminidase
JS526_01908	gene	825	thiK			
JS526_01908	CDS	825	thiK	2.7.1.89	COG0510	Thiamine kinase
JS526_01909	gene	642	lpoB			
JS526_01909	CDS	642	lpoB		COG3417	Penicillin-binding protein activator LpoB
JS526_01910	gene	378				
JS526_01910	CDS	378				hypothetical protein
JS526_01911	gene	360	hinT			
JS526_01911	CDS	360	hinT	3.9.1.-	COG0537	Purine nucleoside phosphoramidase
JS526_01912	gene	2190	fhuE			
JS526_01912	CDS	2190	fhuE		COG4773	FhuE receptor
JS526_01913	gene	1434	ptsG			
JS526_01913	CDS	1434	ptsG		COG1263	PTS system glucose-specific EIICB component
JS526_01914	gene	798	ycfH			
JS526_01914	CDS	798	ycfH	3.1.-.-	COG0084	putative metal-dependent hydrolase YcfH
JS526_01915	gene	1005	holB			
JS526_01915	CDS	1005	holB	2.7.7.7	COG0470	DNA polymerase III subunit delta'
JS526_01916	gene	642	tmk_1			
JS526_01916	CDS	642	tmk_1	2.7.4.9	COG0125	Thymidylate kinase
JS526_01917	gene	1023	mltG			
JS526_01917	CDS	1023	mltG	4.2.2.-	COG1559	Endolytic murein transglycosylase
JS526_01918	gene	810	pabC			
JS526_01918	CDS	810	pabC	4.1.3.38	COG0115	Aminodeoxychorismate lyase
JS526_01919	gene	1242	fabF			
JS526_01919	CDS	1242	fabF	2.3.1.179	COG0304	3-oxoacyl-[acyl-carrier-protein] synthase 2
JS526_01920	gene	237	acpP_1			
JS526_01920	CDS	237	acpP_1			Acyl carrier protein
JS526_01921	gene	735	fabG			
JS526_01921	CDS	735	fabG	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
JS526_01922	gene	930	fabD			
JS526_01922	CDS	930	fabD	2.3.1.39	COG0331	Malonyl CoA-acyl carrier protein transacylase
JS526_01923	gene	954	fabH			
JS526_01923	CDS	954	fabH	2.3.1.180	COG0332	3-oxoacyl-[acyl-carrier-protein] synthase 3
JS526_01924	gene	1041	plsX			
JS526_01924	CDS	1041	plsX	2.3.1.274	COG0416	Phosphate acyltransferase
JS526_01925	gene	174	rpmF			
JS526_01925	CDS	174	rpmF		COG0333	50S ribosomal protein L32
JS526_01926	gene	522	yceD			
JS526_01926	CDS	522	yceD		COG1399	Large ribosomal RNA subunit accumulation protein YceD
JS526_01927	gene	624	yceF			
JS526_01927	CDS	624	yceF	3.6.1.-	COG0424	7-methyl-GTP pyrophosphatase
JS526_01928	gene	960	rluC			
JS526_01928	CDS	960	rluC	5.4.99.24	COG0564	Ribosomal large subunit pseudouridine synthase C
JS526_01929	gene	3186	rne			
JS526_01929	CDS	3186	rne	3.1.26.12	COG1530	Ribonuclease E
JS526_01930	gene	954	flgL			
JS526_01930	CDS	954	flgL		COG1344	Flagellar hook-associated protein 3
JS526_01931	gene	1644	flgK			
JS526_01931	CDS	1644	flgK		COG1256	Flagellar hook-associated protein 1
JS526_01932	gene	942	flgJ			
JS526_01932	CDS	942	flgJ	3.2.1.-	COG1705	Peptidoglycan hydrolase FlgJ
JS526_01933	gene	1098	flgI			
JS526_01933	CDS	1098	flgI			Flagellar P-ring protein
JS526_01934	gene	699	flgH			
JS526_01934	CDS	699	flgH			Flagellar L-ring protein
JS526_01935	gene	783	flgG			
JS526_01935	CDS	783	flgG		COG4786	Flagellar basal-body rod protein FlgG
JS526_01936	gene	756	flgF			
JS526_01936	CDS	756	flgF		COG4787	Flagellar basal-body rod protein FlgF
JS526_01937	gene	1209	flgE			
JS526_01937	CDS	1209	flgE		COG1749	Flagellar hook protein FlgE
JS526_01938	gene	696	flgD			
JS526_01938	CDS	696	flgD		COG1843	Basal-body rod modification protein FlgD
JS526_01939	gene	405	flgC			
JS526_01939	CDS	405	flgC		COG1558	Flagellar basal-body rod protein FlgC
JS526_01940	gene	417	flgB			
JS526_01940	CDS	417	flgB		COG1815	Flagellar basal body rod protein FlgB
JS526_01941	gene	660	flgA			
JS526_01941	CDS	660	flgA		COG1261	Flagella basal body P-ring formation protein FlgA
JS526_01942	gene	294	flgM			
JS526_01942	CDS	294	flgM		COG2747	Negative regulator of flagellin synthesis
JS526_01943	gene	417	flgN			
JS526_01943	CDS	417	flgN		COG3418	Flagella synthesis protein FlgN
JS526_01944	gene	1536	murJ			
JS526_01944	CDS	1536	murJ		COG0728	Lipid II flippase MurJ
JS526_01945	gene	924	yceM			
JS526_01945	CDS	924	yceM	1.-.-.-	COG0673	Putative oxidoreductase YceM
JS526_01946	gene	648				
JS526_01946	CDS	648				hypothetical protein
JS526_01947	gene	585	rimJ			
JS526_01947	CDS	585	rimJ	2.3.1.267	COG1670	[Ribosomal protein S5]-alanine N-acetyltransferase
JS526_01948	gene	1209	mdtH			
JS526_01948	CDS	1209	mdtH			Multidrug resistance protein MdtH
JS526_01949	gene	648	grxB			
JS526_01949	CDS	648	grxB		COG2999	Glutaredoxin 2
JS526_01950	gene	561	yceB			
JS526_01950	CDS	561	yceB			putative lipoprotein YceB
JS526_01951	gene	1047	pyrC			
JS526_01951	CDS	1047	pyrC	3.5.2.3	COG0418	Dihydroorotase
JS526_01952	gene	246	dinI			
JS526_01952	CDS	246	dinI			DNA damage-inducible protein I
JS526_01953	gene	255	bssS			
JS526_01953	CDS	255	bssS			Biofilm regulator BssS
JS526_01954	gene	1119	solA			
JS526_01954	CDS	1119	solA	1.5.3.-	COG0665	N-methyl-L-tryptophan oxidase
JS526_01955	gene	114	yceO			
JS526_01955	CDS	114	yceO			putative protein YceO
JS526_01956	gene	567	yceJ			
JS526_01956	CDS	567	yceJ		COG3038	Cytochrome b561 
JS526_01957	gene	576	yceI			
JS526_01957	CDS	576	yceI		COG2353	Protein YceI
JS526_01958	gene	1053				
JS526_01958	CDS	1053				hypothetical protein
JS526_01959	gene	921	lpxL			
JS526_01959	CDS	921	lpxL	2.3.1.241	COG1560	Lipid A biosynthesis lauroyltransferase
JS526_01960	gene	1227	sbnD			
JS526_01960	CDS	1227	sbnD			Staphyloferrin B transporter
JS526_01961	gene	375				
JS526_01961	CDS	375				hypothetical protein
JS526_01962	gene	228				
JS526_01962	CDS	228				hypothetical protein
JS526_01963	gene	2514	mdoH			
JS526_01963	CDS	2514	mdoH	2.4.1.-	COG2943	Glucans biosynthesis glucosyltransferase H
JS526_01964	gene	1503	mdoG			
JS526_01964	CDS	1503	mdoG		COG3131	Glucans biosynthesis protein G
JS526_01965	gene	1158	mdoC			
JS526_01965	CDS	1158	mdoC	2.1.-.-		Glucans biosynthesis protein C
JS526_01966	gene	1482	clsC			
JS526_01966	CDS	1482	clsC	2.7.8.-	COG1502	Cardiolipin synthase C
JS526_01967	gene	534	ymdB			
JS526_01967	CDS	534	ymdB	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
JS526_01968	gene	312	ymdA			
JS526_01968	CDS	312	ymdA			putative protein YmdA
JS526_01969	gene	333	csgC			
JS526_01969	CDS	333	csgC			Curli assembly protein CsgC
JS526_01970	gene	456	csgA			
JS526_01970	CDS	456	csgA			Major curlin subunit
JS526_01971	gene	456	csgB			
JS526_01971	CDS	456	csgB			Minor curlin subunit
JS526_01972	gene	651	csgD			
JS526_01972	CDS	651	csgD		COG2771	CsgBAC operon transcriptional regulatory protein
JS526_01973	gene	390	csgE			
JS526_01973	CDS	390	csgE			Curli production assembly/transport component CsgE
JS526_01974	gene	417	csgF			
JS526_01974	CDS	417	csgF			Curli production assembly/transport component CsgF
JS526_01975	gene	144	csgG_1			
JS526_01975	CDS	144	csgG_1		COG1462	Curli production assembly/transport component CsgG
JS526_01976	gene	591	csgG_2			
JS526_01976	CDS	591	csgG_2		COG1462	Curli production assembly/transport component CsgG
JS526_01977	gene	522	ycdZ			
JS526_01977	CDS	522	ycdZ			Inner membrane protein YcdZ
JS526_01978	gene	555	ycdY			
JS526_01978	CDS	555	ycdY		COG3381	Chaperone protein YcdY
JS526_01979	gene	738	ycdX			
JS526_01979	CDS	738	ycdX	3.1.3.-	COG1387	putative phosphatase YcdX
JS526_01980	gene	939	ghrA			
JS526_01980	CDS	939	ghrA	1.1.1.79	COG0111	Glyoxylate/hydroxypyruvate reductase A
JS526_01981	gene	88				
JS526_01981	tRNA	88				tRNA-Ser(gga)
JS526_01982	gene	3009				
JS526_01982	CDS	3009				Tn3 family transposase ISEc63
JS526_01983	gene	552	tnpR			
JS526_01983	CDS	552	tnpR		COG1961	Transposon gamma-delta resolvase
JS526_01984	gene	2097				
JS526_01984	CDS	2097				hypothetical protein
JS526_01985	gene	429	uspC			
JS526_01985	CDS	429	uspC		COG0589	Universal stress protein C
JS526_01986	gene	1425	otsA			
JS526_01986	CDS	1425	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
JS526_01987	gene	801	otsB			
JS526_01987	CDS	801	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
JS526_01988	gene	987	araH			
JS526_01988	CDS	987	araH		COG1172	L-arabinose transport system permease protein AraH
JS526_01989	gene	1515	araG			
JS526_01989	CDS	1515	araG	7.5.2.12	COG1129	Arabinose import ATP-binding protein AraG
JS526_01990	gene	990	araF			
JS526_01990	CDS	990	araF		COG1879	L-arabinose-binding periplasmic protein
JS526_01991	gene	504	ftnA_1			
JS526_01991	CDS	504	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
JS526_01992	gene	252				
JS526_01992	CDS	252				hypothetical protein
JS526_01993	gene	324				
JS526_01993	CDS	324				hypothetical protein
JS526_01994	gene	498	ftnA_2			
JS526_01994	CDS	498	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
JS526_01995	gene	240				
JS526_01995	CDS	240				hypothetical protein
JS526_01996	gene	1212	tyrP			
JS526_01996	CDS	1212	tyrP		COG0814	Tyrosine-specific transport protein
JS526_01997	gene	666				
JS526_01997	CDS	666				hypothetical protein
JS526_01998	gene	87				
JS526_01998	tRNA	87				tRNA-Leu(taa)
JS526_01999	gene	74				
JS526_01999	tRNA	74				tRNA-Cys(gca)
JS526_02000	gene	76				
JS526_02000	tRNA	76				tRNA-Gly(gcc)
JS526_02001	gene	549	pgsA			
JS526_02001	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
JS526_02002	gene	1833	uvrC			
JS526_02002	CDS	1833	uvrC		COG0322	UvrABC system protein C
JS526_02003	gene	657	uvrY			
JS526_02003	CDS	657	uvrY		COG2197	Response regulator UvrY
JS526_02004	gene	225				
JS526_02004	CDS	225				hypothetical protein
JS526_02005	gene	723	sdiA			
JS526_02005	CDS	723	sdiA		COG2771	Regulatory protein SdiA
JS526_02006	gene	753	artM_2			
JS526_02006	CDS	753	artM_2		COG1126	Arginine transport ATP-binding protein ArtM
JS526_02007	gene	669	yecS			
JS526_02007	CDS	669	yecS		COG0765	L-cystine transport system permease protein YecS
JS526_02008	gene	987	dcyD			
JS526_02008	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
JS526_02009	gene	858	fliY			
JS526_02009	CDS	858	fliY		COG0834	L-cystine-binding protein FliY
JS526_02010	gene	552	fliZ			
JS526_02010	CDS	552	fliZ			Regulator of sigma S factor FliZ
JS526_02011	gene	720	fliA			
JS526_02011	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
JS526_02012	gene	1497	fliC			
JS526_02012	CDS	1497	fliC		COG1344	Flagellin
JS526_02013	gene	1407	fliD			
JS526_02013	CDS	1407	fliD		COG1345	Flagellar hook-associated protein 2
JS526_02014	gene	411	fliS			
JS526_02014	CDS	411	fliS		COG1516	Flagellar secretion chaperone FliS
JS526_02015	gene	366	fliT			
JS526_02015	CDS	366	fliT			Flagellar protein FliT
JS526_02016	gene	1488	amyA			
JS526_02016	CDS	1488	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
JS526_02017	gene	414				
JS526_02017	CDS	414				hypothetical protein
JS526_02018	gene	1206				
JS526_02018	CDS	1206				hypothetical protein
JS526_02019	gene	234	yedF			
JS526_02019	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
JS526_02020	gene	669	yedK			
JS526_02020	CDS	669	yedK	3.4.-.-	COG2135	SOS response-associated protein YedK
JS526_02021	gene	480	ysnE			
JS526_02021	CDS	480	ysnE	2.3.1.-		putative N-acetyltransferase YsnE
JS526_02022	gene	192				
JS526_02022	CDS	192				hypothetical protein
JS526_02023	gene	351				
JS526_02023	CDS	351				hypothetical protein
JS526_02024	gene	315	fliE			
JS526_02024	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
JS526_02025	gene	1659	fliF			
JS526_02025	CDS	1659	fliF		COG1766	Flagellar M-ring protein
JS526_02026	gene	996	fliG			
JS526_02026	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
JS526_02027	gene	687	fliH			
JS526_02027	CDS	687	fliH		COG1317	Flagellar assembly protein FliH
JS526_02028	gene	1374	fliI			
JS526_02028	CDS	1374	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
JS526_02029	gene	444	fliJ			
JS526_02029	CDS	444	fliJ		COG2882	Flagellar FliJ protein
JS526_02030	gene	1128	fliK			
JS526_02030	CDS	1128	fliK		COG3144	Flagellar hook-length control protein
JS526_02031	gene	465				
JS526_02031	CDS	465				hypothetical protein
JS526_02032	gene	1005	fliM			
JS526_02032	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
JS526_02033	gene	414	fliN			
JS526_02033	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
JS526_02034	gene	366	fliO			
JS526_02034	CDS	366	fliO		COG3190	Flagellar protein FliO
JS526_02035	gene	738	fliP			
JS526_02035	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
JS526_02036	gene	270	fliQ			
JS526_02036	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
JS526_02037	gene	786	fliR			
JS526_02037	CDS	786	fliR		COG1684	Flagellar biosynthetic protein FliR
JS526_02038	gene	624	rcsA			
JS526_02038	CDS	624	rcsA		COG2771	Transcriptional regulatory protein RcsA
JS526_02039	gene	189	dsrB			
JS526_02039	CDS	189	dsrB			Protein DsrB
JS526_02040	gene	228				
JS526_02040	CDS	228				hypothetical protein
JS526_02041	gene	816	yedP			
JS526_02041	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
JS526_02042	gene	1695	dgcQ			
JS526_02042	CDS	1695	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
JS526_02043	gene	183				
JS526_02043	CDS	183				hypothetical protein
JS526_02044	gene	918	yedI			
JS526_02044	CDS	918	yedI		COG2354	Inner membrane protein YedI
JS526_02045	gene	921	yedA			
JS526_02045	CDS	921	yedA			putative inner membrane transporter YedA
JS526_02046	gene	471	vsr			
JS526_02046	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
JS526_02047	gene	1419	dcm			
JS526_02047	CDS	1419	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
JS526_02048	gene	696	yedJ			
JS526_02048	CDS	696	yedJ		COG1418	putative protein YedJ
JS526_02049	gene	303	yedR			
JS526_02049	CDS	303	yedR			Inner membrane protein YedR
JS526_02050	gene	486	ompC_2			
JS526_02050	CDS	486	ompC_2			Outer membrane porin C
JS526_02051	gene	93				
JS526_02051	CDS	93				hypothetical protein
JS526_02052	gene	390	ompN_2			
JS526_02052	CDS	390	ompN_2		COG3203	Outer membrane porin N
JS526_02053	gene	852	hchA			
JS526_02053	CDS	852	hchA	3.1.2.-	COG0693	Protein/nucleic acid deglycase 1
JS526_02054	gene	1359	hprS			
JS526_02054	CDS	1359	hprS	2.7.13.3	COG0642	Sensor histidine kinase HprS
JS526_02055	gene	783	hprR			
JS526_02055	CDS	783	hprR		COG0745	Transcriptional regulatory protein HprR
JS526_02056	gene	414	hiuH			
JS526_02056	CDS	414	hiuH	3.5.2.17	COG2351	5-hydroxyisourate hydrolase
JS526_02057	gene	1005	msrP			
JS526_02057	CDS	1005	msrP	1.8.5.-	COG2041	Protein-methionine-sulfoxide reductase catalytic subunit MsrP
JS526_02058	gene	636	msrQ			
JS526_02058	CDS	636	msrQ		COG2717	Protein-methionine-sulfoxide reductase heme-binding subunit MsrQ
JS526_02059	gene	651	zinT			
JS526_02059	CDS	651	zinT		COG3443	Metal-binding protein ZinT
JS526_02060	gene	531	yodB			
JS526_02060	CDS	531	yodB		COG3038	Cytochrome b561 
JS526_02061	gene	90				
JS526_02061	tRNA	90				tRNA-Ser(cga)
JS526_02062	gene	798	mtfA			
JS526_02062	CDS	798	mtfA		COG3228	Protein MtfA
JS526_02063	gene	76				
JS526_02063	tRNA	76				tRNA-Asn(gtt)
JS526_02064	gene	150				
JS526_02064	CDS	150				hypothetical protein
JS526_02065	gene	7104				
JS526_02065	CDS	7104				hypothetical protein
JS526_02066	gene	705				
JS526_02066	CDS	705				hypothetical protein
JS526_02067	gene	1317	abaF			
JS526_02067	CDS	1317	abaF			Fosfomycin resistance protein AbaF
JS526_02068	gene	1455	amn			
JS526_02068	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
JS526_02069	gene	717	yeeN			
JS526_02069	CDS	717	yeeN		COG0217	putative transcriptional regulatory protein YeeN
JS526_02070	gene	76				
JS526_02070	tRNA	76				tRNA-Asn(gtt)
JS526_02071	gene	1455	yeeO			
JS526_02071	CDS	1455	yeeO		COG0534	putative FMN/FAD exporter YeeO
JS526_02072	gene	76				
JS526_02072	tRNA	76				tRNA-Asn(gtt)
JS526_02073	gene	951	cbl			
JS526_02073	CDS	951	cbl			HTH-type transcriptional regulator cbl
JS526_02074	gene	918	gltC_1			
JS526_02074	CDS	918	gltC_1			HTH-type transcriptional regulator GltC
JS526_02075	gene	76				
JS526_02075	tRNA	76				tRNA-Asn(gtt)
JS526_02076	gene	936	erfK			
JS526_02076	CDS	936	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
JS526_02077	gene	1080	cobT			
JS526_02077	CDS	1080	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
JS526_02078	gene	744	cobS			
JS526_02078	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
JS526_02079	gene	543	cobU			
JS526_02079	CDS	543	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
JS526_02080	gene	711				
JS526_02080	CDS	711				hypothetical protein
JS526_02081	gene	3120	flu			
JS526_02081	CDS	3120	flu		COG3468	Antigen 43
JS526_02082	gene	1533	yeeR			
JS526_02082	CDS	1533	yeeR			Inner membrane protein YeeR
JS526_02083	gene	447				
JS526_02083	CDS	447				hypothetical protein
JS526_02084	gene	222				
JS526_02084	CDS	222				hypothetical protein
JS526_02085	gene	369	cbeA			
JS526_02085	CDS	369	cbeA			Cytoskeleton bundling-enhancing antitoxin CbeA
JS526_02086	gene	375	cbtA			
JS526_02086	CDS	375	cbtA			Cytoskeleton-binding toxin CbtA
JS526_02087	gene	195	yeeW			
JS526_02087	CDS	195	yeeW			Protein YeeW
JS526_02088	gene	330				
JS526_02088	CDS	330				hypothetical protein
JS526_02089	gene	1059	yeeA			
JS526_02089	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
JS526_02090	gene	474	sbmC_1			
JS526_02090	CDS	474	sbmC_1		COG3449	DNA gyrase inhibitor
JS526_02091	gene	1167	dacD			
JS526_02091	CDS	1167	dacD	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
JS526_02092	gene	1428	sbcB			
JS526_02092	CDS	1428	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
JS526_02093	gene	228	yeeD			
JS526_02093	CDS	228	yeeD		COG0425	Putative sulfur carrier protein YeeD
JS526_02094	gene	1005				
JS526_02094	CDS	1005				hypothetical protein
JS526_02095	gene	1359	plaP			
JS526_02095	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
JS526_02096	gene	951	yhaJ_1			
JS526_02096	CDS	951	yhaJ_1			HTH-type transcriptional regulator YhaJ
JS526_02097	gene	825	yeeZ			
JS526_02097	CDS	825	yeeZ		COG0451	Protein YeeZ
JS526_02098	gene	255	yoeB			
JS526_02098	CDS	255	yoeB	3.1.-.-	COG4115	Toxin YoeB
JS526_02099	gene	252	yefM			
JS526_02099	CDS	252	yefM		COG2161	Antitoxin YefM
JS526_02100	gene	900	hisG			
JS526_02100	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
JS526_02101	gene	1305	hisD			
JS526_02101	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
JS526_02102	gene	1071	hisC			
JS526_02102	CDS	1071	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
JS526_02103	gene	1068	hisB			
JS526_02103	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
JS526_02104	gene	591	hisH			
JS526_02104	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
JS526_02105	gene	738	hisA			
JS526_02105	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
JS526_02106	gene	777	hisF			
JS526_02106	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
JS526_02107	gene	612	hisI			
JS526_02107	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
JS526_02108	gene	981	wzzB			
JS526_02108	CDS	981	wzzB		COG3765	Chain length determinant protein
JS526_02109	gene	1167	ugd			
JS526_02109	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
JS526_02110	gene	1407	gnd			
JS526_02110	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
JS526_02111	gene	795	wbbL			
JS526_02111	CDS	795	wbbL	2.4.1.-		Rhamnosyltransferase WbbL
JS526_02112	gene	1119				
JS526_02112	CDS	1119				hypothetical protein
JS526_02113	gene	591	dapH			
JS526_02113	CDS	591	dapH	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
JS526_02114	gene	993	wbbI			
JS526_02114	CDS	993	wbbI	2.4.1.-		Beta-1,6-galactofuranosyltransferase WbbI
JS526_02115	gene	1167				
JS526_02115	CDS	1167				hypothetical protein
JS526_02116	gene	1104	glf			
JS526_02116	CDS	1104	glf	5.4.99.9	COG0562	UDP-galactopyranose mutase
JS526_02117	gene	1248	rfbX			
JS526_02117	CDS	1248	rfbX		COG2244	Putative O-antigen transporter
JS526_02118	gene	558	rfbC			
JS526_02118	CDS	558	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
JS526_02119	gene	324				
JS526_02119	CDS	324				hypothetical protein
JS526_02120	gene	747				
JS526_02120	CDS	747				hypothetical protein
JS526_02121	gene	1218				
JS526_02121	CDS	1218				hypothetical protein
JS526_02122	gene	1218				
JS526_02122	CDS	1218				hypothetical protein
JS526_02123	gene	489	cysE_1			
JS526_02123	CDS	489	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
JS526_02124	gene	840				
JS526_02124	CDS	840				hypothetical protein
JS526_02125	gene	2163	wzc			
JS526_02125	CDS	2163	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
JS526_02126	gene	444	wzb			
JS526_02126	CDS	444	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
JS526_02127	gene	1140				
JS526_02127	CDS	1140				hypothetical protein
JS526_02128	gene	1584				
JS526_02128	CDS	1584				hypothetical protein
JS526_02129	gene	1854				
JS526_02129	CDS	1854				hypothetical protein
JS526_02130	gene	582	dcd			
JS526_02130	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
JS526_02131	gene	642	udk			
JS526_02131	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
JS526_02132	gene	3318	dgcE			
JS526_02132	CDS	3318	dgcE	2.7.7.65	COG2202	putative diguanylate cyclase DgcE
JS526_02133	gene	849	alkA			
JS526_02133	CDS	849	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
JS526_02134	gene	1353	dnaK_1			
JS526_02134	CDS	1353	dnaK_1			Chaperone protein DnaK
JS526_02135	gene	1947	yegI			
JS526_02135	CDS	1947	yegI	2.7.-.-	COG4248	Protein kinase YegI
JS526_02136	gene	462				
JS526_02136	CDS	462				hypothetical protein
JS526_02137	gene	681	pphC			
JS526_02137	CDS	681	pphC	3.1.3.16		Serine/threonine-protein phosphatase 3
JS526_02138	gene	660				
JS526_02138	CDS	660				hypothetical protein
JS526_02139	gene	147				
JS526_02139	CDS	147				hypothetical protein
JS526_02140	gene	1248	mdtA			
JS526_02140	CDS	1248	mdtA			Multidrug resistance protein MdtA
JS526_02141	gene	3123	mdtB			
JS526_02141	CDS	3123	mdtB		COG0841	Multidrug resistance protein MdtB
JS526_02142	gene	3078	mdtC			
JS526_02142	CDS	3078	mdtC		COG0841	Multidrug resistance protein MdtC
JS526_02143	gene	1416	mdtD			
